date,crop,district,apmc,modal_price_kg,min_price_kg,max_price_kg,arrival_mt,year,month_name
2016-05,Jowar,Jalna,Jalna-Badnapur,17.15,16.25,17.25,1.5,2016,May
2016-05,Jowar,Ahmadnagar,Jamkhed,23.58,17.77,29.4,1263.4,2016,May
2016-05,Jowar,Parbhani,Jintur,17.37,14.93,19.16,99.6,2016,May
2016-05,Jowar,Parbhani,Jintur-Bori,16.33,15.74,17.24,3.8,2016,May
2016-05,Jowar,Beed,Kada,20.97,16.39,26.29,257.6,2016,May
2016-05,Jowar,Beed,Kada (Ashti),20.0,16.25,24.5,20.0,2016,May
2016-05,Jowar,Osmanabad,Kalamb (Os),16.9,15.01,18.15,213.5,2016,May
2016-05,Jowar,Thane,Kalyan,20.67,20.0,21.67,0.9,2016,May
2016-05,Jowar,Aurangabad,Kannad,16.11,15.36,16.47,4.1,2016,May
2016-05,Jowar,Wasim,Karanja,15.55,15.55,16.09,11.5,2016,May
2016-05,Jowar,Solapur,Karmala,23.89,16.6,31.81,449.8,2016,May
2016-05,Jowar,Nagpur,Katol,13.58,13.57,13.6,18.4,2016,May
2016-05,Jowar,Beed,Kej,18.6,17.62,19.73,60.5,2016,May
2016-05,Jowar,Buldhana,Khamgaon,14.2,13.09,14.97,91.4,2016,May
2016-05,Jowar,Beed,Kille Dharur,19.48,16.87,20.22,49.5,2016,May
2016-05,Jowar,Nanded,Kinwat,11.0,10.0,12.0,5.2,2016,May
2016-05,Jowar,Kolhapur,Kolhapur-Laxmipuri,34.13,17.25,35.6,711.0,2016,May
2016-05,Jowar,Ahmadnagar,Kopargaon,17.5,15.58,18.23,148.4,2016,May
2016-05,Jowar,Satara,Koregaon,18.38,16.0,20.75,2.5,2016,May
2016-05,Jowar,Solapur,Kurdwadi,19.81,15.73,23.92,22.9,2016,May
2016-05,Jowar,Solapur,Kurdwadi-Modnimb,17.29,13.46,25.48,36.6,2016,May
2016-05,Jowar,Nasik,Lasalgaon,15.68,13.29,17.25,52.0,2016,May
2016-05,Jowar,Nasik,Lasalgaon-Vinchur,16.91,14.56,17.83,35.9,2016,May
2016-05,Jowar,Aurangabad,Lasur Station,18.27,15.96,23.28,434.1,2016,May
2016-05,Jowar,Latur,Latur,17.1,15.64,19.62,586.8,2016,May
2016-05,Jowar,Latur,Latur-Murud,15.72,14.5,16.87,33.2,2016,May
2016-05,Jowar,Nanded,Loha,14.35,13.86,15.02,36.2,2016,May
2016-05,Jowar,Satara,Lonand,20.0,16.79,24.78,15.0,2016,May
2016-05,Jowar,Buldhana,Lonar,14.75,13.52,15.87,31.3,2016,May
2016-05,Jowar,Yewatmal,Mahagaon,16.13,15.54,17.21,29.6,2016,May
2016-05,Jowar,Beed,Majalgaon,17.46,13.03,19.2,281.0,2016,May
2016-05,Jowar,Buldhana,Malkapur,14.55,13.75,15.45,221.2,2016,May
2016-05,Jowar,Solapur,Mangalwedha,20.92,16.0,23.01,118.3,2016,May
2016-05,Jowar,Wasim,Mangrulpeer,13.16,12.59,13.16,3.3,2016,May
2016-05,Jowar,Nasik,Manmad,15.7,14.14,18.18,1.8,2016,May
2016-05,Jowar,Jalna,Mantha,17.13,16.5,18.5,17.0,2016,May
2016-05,Jowar,Parbhani,Manwat,16.75,16.0,18.07,5.5,2016,May
2016-05,Jowar,Buldhana,Mehkar,12.87,11.67,13.64,30.1,2016,May
2016-05,Jowar,Solapur,Mohol,21.54,17.16,23.95,40.8,2016,May
2016-05,Jowar,Amaravathi,Morshi,13.69,13.41,14.59,40.6,2016,May
2016-05,Jowar,Nanded,Mudkhed,13.88,13.16,14.49,29.2,2016,May
2016-05,Jowar,Osmanabad,Murum,17.51,17.51,17.51,1.5,2016,May
2016-05,Jowar,Nagpur,Nagpur,20.5,16.0,22.0,0.3,2016,May
2016-05,Jowar,Nasik,Nampur,17.0,17.0,17.0,0.1,2016,May
2016-05,Jowar,Nanded,Nanded,13.8,13.54,14.08,58.0,2016,May
2016-05,Jowar,Buldhana,Nandura,14.19,12.53,14.27,82.7,2016,May
2016-05,Jowar,Nandurbar,Nandurbar,15.7,13.5,17.36,176.7,2016,May
2016-05,Jowar,Nandurbar,Navapur,14.1,13.67,14.17,8.3,2016,May
2016-05,Jowar,Ahmadnagar,Newasa,16.79,16.38,17.21,7.4,2016,May
2016-05,Jowar,Latur,Nilanga,13.88,13.56,14.33,12.6,2016,May
2016-05,Jowar,Pune,Nira-Saswad,21.66,16.0,26.9,51.2,2016,May
2016-05,Jowar,Osmanabad,Osmanabad,18.26,15.42,21.48,52.3,2016,May
2016-05,Jowar,Jalgaon,Pachora,16.03,15.35,16.72,1058.6,2016,May
2016-05,Jowar,Aurangabad,Paithan,17.09,16.55,17.66,87.2,2016,May
2016-05,Jowar,Solapur,Pandharpur,19.4,18.79,19.87,22.3,2016,May
2016-05,Jowar,Osmanabad,Paranda,19.81,15.24,24.69,31.3,2016,May
2016-05,Jowar,Parbhani,Parbhani,16.58,15.93,17.34,31.3,2016,May
2016-05,Jowar,Beed,Parli-Vaijnath,15.64,15.39,16.01,84.9,2016,May
2016-05,Jowar,Jalgaon,Parola,14.51,13.65,15.9,128.2,2016,May
2016-05,Jowar,Jalna,Partur,17.51,17.14,18.02,103.6,2016,May
2016-05,Jowar,Ahmadnagar,Pathardi,16.89,15.88,18.54,109.8,2016,May
2016-05,Jowar,Parbhani,Pathari,16.58,14.16,17.19,27.9,2016,May
2016-05,Jowar,Akola,Patur,14.54,13.43,15.18,6.4,2016,May
2016-05,Jowar,Satara,Phaltan,19.75,15.7,25.63,110.4,2016,May
2016-05,Jowar,Pune,Pune,24.51,22.7,25.2,585.5,2016,May
2016-05,Jowar,Parbhani,Purna,15.08,13.64,15.71,13.7,2016,May
2016-05,Jowar,Yewatmal,Pusad,13.93,13.37,14.89,108.2,2016,May
2016-05,Jowar,Ahmadnagar,Rahata,14.97,14.77,15.88,36.1,2016,May
2016-05,Jowar,Ahmadnagar,Rahuri-Vambori,16.98,15.68,18.04,31.9,2016,May
2016-05,Jowar,Jalgaon,Raver,14.21,13.5,14.54,15.3,2016,May
2016-05,Jowar,Parbhani,Sailu,17.93,16.09,19.41,35.8,2016,May
2016-05,Jowar,Dhule,Sakri,11.86,11.86,11.86,0.3,2016,May
2016-05,Jowar,Sangli,Sangali,22.76,17.25,26.29,888.7,2016,May
2016-05,Jowar,Ahmadnagar,Sangamner,19.27,17.8,20.2,67.5,2016,May
2016-05,Jowar,Buldhana,Sangrampur-Varvatbakal,13.56,12.13,14.38,5.9,2016,May
2016-05,Jowar,Nagpur,Savner,11.94,11.77,12.08,9.6,2016,May
2016-05,Jowar,Nandurbar,Shahada,17.85,16.01,23.59,26.2,2016,May
2016-05,Jowar,Buldhana,Shegaon,13.78,13.23,14.46,70.2,2016,May
2016-05,Jowar,Ahmadnagar,Shevgaon,21.06,17.23,21.06,315.1,2016,May
2016-05,Jowar,Ahmadnagar,Shevgaon-Bodhegaon,18.29,16.55,18.29,228.4,2016,May
2016-05,Jowar,Dhule,Shirpur,17.87,15.35,19.5,125.4,2016,May
2016-05,Jowar,Pune,Shirur,17.32,15.94,17.9,20.0,2016,May
2016-05,Jowar,Ahmadnagar,Shrigonda,18.25,16.75,21.5,12.7,2016,May
2016-05,Jowar,Ahmadnagar,Shrirampur,17.08,15.85,18.44,73.0,2016,May
2016-05,Jowar,Ahmadnagar,Shrirampur-Belapur,16.0,16.0,16.0,0.5,2016,May
2016-05,Jowar,Buldhana,Sindkhed Raja,15.98,13.57,17.54,26.1,2016,May
2016-05,Jowar,Nasik,Sinner,16.51,13.46,18.87,42.1,2016,May
2016-05,Jowar,Solapur,Solapur,20.75,18.84,22.34,49.8,2016,May
2016-05,Jowar,Parbhani,Sonpeth,17.38,15.79,18.85,53.5,2016,May
2016-05,Jowar,Sangli,Tasgaon,18.0,17.5,18.5,58.0,2016,May
2016-05,Jowar,Akola,Telhara,12.84,12.52,13.13,63.0,2016,May
2016-05,Jowar,Osmanabad,Tuljapur,21.0,19.5,21.5,2.3,2016,May
2016-05,Jowar,Latur,Udgir,13.08,12.76,13.08,3.5,2016,May
2016-05,Jowar,Thane,Ulhasnagar,24.67,19.87,29.2,141.3,2016,May
2016-05,Jowar,Nagpur,Umared,20.6,17.4,21.8,2.0,2016,May
2016-05,Jowar,Osmanabad,Umarga,14.34,14.34,14.34,1.5,2016,May
2016-05,Jowar,Nanded,Umari,13.56,13.16,14.05,29.7,2016,May
2016-05,Jowar,Satara,Vaduj,22.5,22.0,23.0,255.0,2016,May
2016-05,Jowar,Aurangabad,Vaijapur,18.15,16.43,19.49,107.4,2016,May
2016-05,Jowar,Amaravathi,Varud-Rajura Bazar,14.57,14.48,14.67,2.2,2016,May
2016-05,Jowar,Wardha,Wardha,13.29,13.29,13.29,2.7,2016,May
2016-05,Jowar,Wasim,Washim,12.73,11.92,14.65,23.8,2016,May
2016-05,Jowar,Wasim,Washim-Ansing,12.83,12.33,13.33,2.4,2016,May
2016-05,Jowar,Jalgaon,Yawal,13.4,12.2,14.5,4.0,2016,May
2016-05,Jowar,Nasik,Yeola,16.75,16.24,17.69,13.4,2016,May
2016-05,Onion,Ahmadnagar,Ahmednagar,5.95,1.0,10.2,13042.8,2016,May
2016-05,Onion,Solapur,Akluj,11.81,5.0,11.81,98.9,2016,May
2016-05,Onion,Ahmadnagar,Akole,6.12,1.08,9.78,5014.2,2016,May
2016-05,Onion,Amaravathi,Amarawati,3.9,2.54,5.25,1030.0,2016,May
2016-05,Onion,Amaravathi,Amarawati-Fruit And Vegetables,3.3,2.06,4.75,1030.0,2016,May
2016-05,Onion,Aurangabad,Aurangabad,3.77,1.28,6.23,1309.6,2016,May
2016-05,Onion,Pune,Baramati,4.86,1.79,6.78,265.1,2016,May
2016-05,Onion,Solapur,Barshi,5.43,2.48,6.88,72.6,2016,May
2016-05,Onion,Thane,Bhivandi,10.17,9.03,11.71,11906.8,2016,May
2016-05,Onion,Jalgaon,Chalisgaon,5.8,4.51,7.08,4350.7,2016,May
2016-05,Onion,Chandrapur,Chandrapur-Ganjwad,6.04,4.88,7.19,1788.0,2016,May
2016-05,Onion,Nasik,Chandvad,6.85,1.98,8.57,8734.0,2016,May
2016-05,Onion,Nasik,Devala,6.74,2.11,8.39,7382.0,2016,May
2016-05,Onion,Dhule,Dhule,4.64,1.42,6.31,9004.8,2016,May
2016-05,Onion,Nasik,Dindori,5.96,4.37,7.98,4454.9,2016,May
2016-05,Onion,Nasik,Dindori-Vani,6.78,4.57,8.98,15955.2,2016,May
2016-05,Onion,Aurangabad,Gangapur,3.86,1.43,8.23,341.8,2016,May
2016-05,Onion,Pune,Indapur,3.53,1.07,6.92,309.3,2016,May
2016-05,Onion,Jalgaon,Jalgaon,5.36,3.51,6.96,602.5,2016,May
2016-05,Onion,Ahmadnagar,Jamkhed,5.18,1.0,9.36,909.8,2016,May
2016-05,Onion,Pune,Junnar,9.15,4.8,9.9,4045.2,2016,May
2016-05,Onion,Pune,Junnar (Alephata),9.45,5.65,10.33,11603.2,2016,May
2016-05,Onion,Pune,Junnar-Otur,9.38,4.73,10.25,7331.3,2016,May
2016-05,Onion,Nasik,Kalvan,6.79,2.18,8.68,14975.2,2016,May
2016-05,Onion,Thane,Kalyan,7.19,6.05,8.39,11.4,2016,May
2016-05,Onion,Nagpur,Kamthi,7.38,3.75,8.95,15.1,2016,May
2016-05,Onion,Satara,Karad,9.93,6.0,9.93,557.4,2016,May
2016-05,Onion,Pune,Khed-Chakan,5.81,4.44,7.38,1733.0,2016,May
2016-05,Onion,Kolhapur,Kolhapur,6.63,3.0,10.33,22662.6,2016,May
2016-05,Onion,Ahmadnagar,Kopargaon,7.46,2.4,9.23,1907.3,2016,May
2016-05,Onion,Satara,Koregaon,4.53,2.0,7.05,47.8,2016,May
2016-05,Onion,Solapur,Kurdwadi,3.93,1.15,6.7,121.9,2016,May
2016-05,Onion,Solapur,Kurdwadi-Modnimb,3.75,1.11,7.26,203.0,2016,May
2016-05,Onion,Nasik,Lasalgaon,7.7,3.4,9.29,29531.5,2016,May
2016-05,Onion,Nasik,Lasalgaon-Niphad,6.43,3.33,7.42,4462.3,2016,May
2016-05,Onion,Aurangabad,Lasur Station,4.63,1.0,7.94,1030.3,2016,May
2016-05,Onion,Satara,Lonand,6.44,2.75,8.24,1243.6,2016,May
2016-05,Onion,Nasik,Malegaon,5.67,2.04,8.02,9383.9,2016,May
2016-05,Onion,Buldhana,Malkapur,4.4,2.25,5.43,529.0,2016,May
2016-05,Onion,Pune,Manchar,5.34,2.85,7.8,2902.8,2016,May
2016-05,Onion,Nasik,Manmad,6.97,3.0,8.66,12627.1,2016,May
2016-05,Onion,Mumbai,Mumbai,8.4,7.1,9.5,16070.0,2016,May
2016-05,Onion,Mumbai,Mumbai-Onion And Potato Mkt,7.09,5.91,8.27,11075.1,2016,May
2016-05,Onion,Nagpur,Nagpur,5.92,2.82,6.96,17850.3,2016,May
2016-05,Onion,Nasik,Nampur,6.5,3.29,8.42,12188.6,2016,May
2016-05,Onion,Nasik,Nandgaon,6.4,1.64,8.23,5834.0,2016,May
2016-05,Onion,Buldhana,Nandura,5.29,2.7,5.49,777.5,2016,May
2016-05,Onion,Nasik,Nashik,5.09,1.63,8.08,8323.6,2016,May
2016-05,Onion,Ahmadnagar,Newasa-Ghodegaon,7.62,1.23,9.88,33537.1,2016,May
2016-05,Onion,Osmanabad,Osmanabad,7.33,6.5,8.15,1.8,2016,May
2016-05,Onion,Aurangabad,Paithan,7.46,1.02,8.99,2359.9,2016,May
2016-05,Onion,Thane,Palghar(Bevur),7.18,7.18,7.18,67.5,2016,May
2016-05,Onion,Solapur,Pandharpur,5.85,1.29,9.06,371.0,2016,May
2016-05,Onion,Osmanabad,Paranda,2.86,0.62,5.87,395.9,2016,May
2016-05,Onion,Ahmadnagar,Parner,6.77,3.0,9.59,10794.3,2016,May
2016-05,Onion,Ahmadnagar,Pathardi,6.93,1.73,9.19,898.9,2016,May
2016-05,Onion,Satara,Phaltan,6.4,3.0,8.39,2369.6,2016,May
2016-05,Onion,Nasik,Pimpalgaon (B)-Saykheda,5.73,2.31,8.17,10474.4,2016,May
2016-05,Onion,Nasik,Pimpalgaon Basawant,6.58,2.64,10.29,55278.4,2016,May
2016-05,Onion,Pune,Pune,7.78,4.48,9.13,26935.4,2016,May
2016-05,Onion,Pune,Pune-Manjri,1.98,1.63,6.67,11.2,2016,May
2016-05,Onion,Pune,Pune-Moshi,5.11,3.29,6.5,25.3,2016,May
2016-05,Onion,Pune,Pune-Pimpri,6.83,6.33,7.1,1556.1,2016,May
2016-05,Onion,Ahmadnagar,Rahata,6.79,1.33,10.15,7943.2,2016,May
2016-05,Onion,Ahmadnagar,Rahuri,6.27,2.23,9.63,17829.3,2016,May
2016-05,Onion,Ahmadnagar,Rahuri-Vambori,5.19,1.15,9.35,6037.5,2016,May
2016-05,Onion,Nagpur,Ramtek,7.93,7.29,8.71,54.5,2016,May
2016-05,Onion,Dhule,Sakri,3.89,1.22,7.41,10540.2,2016,May
2016-05,Onion,Ahmadnagar,Sangamner,7.25,3.0,10.25,15400.9,2016,May
2016-05,Onion,Sangli,Sangli-Phale Bhajipalam,5.76,2.08,9.35,7124.8,2016,May
2016-05,Onion,Nasik,Satana,6.93,2.73,8.45,11414.5,2016,May
2016-05,Onion,Satara,Satara,6.25,4.13,8.38,574.4,2016,May
2016-05,Onion,Dhule,Shirpur,4.74,1.18,5.95,568.6,2016,May
2016-05,Onion,Ahmadnagar,Shrigonda,4.25,1.75,6.5,341.6,2016,May
2016-05,Onion,Ahmadnagar,Shrirampur,6.59,1.18,9.48,12031.6,2016,May
2016-05,Onion,Nasik,Sinner,6.24,0.98,8.93,13603.1,2016,May
2016-05,Onion,Solapur,Solapur,4.96,1.0,10.6,35802.4,2016,May
2016-05,Onion,Thane,Ulhasnagar,10.47,8.04,12.85,596.0,2016,May
2016-05,Onion,Nasik,Umrane,6.79,3.96,8.52,23584.0,2016,May
2016-05,Onion,Satara,Vai,7.0,6.0,8.0,20.0,2016,May
2016-05,Onion,Aurangabad,Vaijapur,4.93,1.73,8.13,2819.5,2016,May
2016-05,Onion,Thane,Vasai,10.59,8.85,14.27,389.9,2016,May
2016-05,Onion,Jalgaon,Yawal,4.83,3.99,5.64,3809.8,2016,May
2016-05,Onion,Nasik,Yeola,6.39,2.14,8.42,13910.3,2016,May
2016-05,Rice,Gondiya,Aamgaon,15.78,15.27,16.4,1001.9,2016,May
2016-05,Rice,Gadchiroli,Aheri,16.3343,16.3343,16.3343,136.5,2016,May
2016-05,Rice,Ahmadnagar,Akole,16.75,15.0,20.0,22.7,2016,May
2016-05,Rice,Raigad,Alibag,26.6405,23.9328,29.0892,150.6,2016,May
2016-05,Rice,Gondiya,Arjuni Morgaon,18.04,17.82,18.04,844.5,2016,May
2016-05,Rice,Gadchiroli,Armori,17.42,16.46,17.83,364.6,2016,May
2016-05,Rice,Gadchiroli,Armori-Desaiganj,18.19,16.95,18.5,3595.7,2016,May
2016-05,Rice,Solapur,Barshi,18.24,18.16,18.43,23.4,2016,May
2016-05,Rice,Bhandara,Bhandara,29.55,28.58,30.3,26.6,2016,May
2016-05,Rice,Thane,Bhivandi,35.73,28.6,43.38,37733.8,2016,May
2016-05,Rice,Nagpur,Bhiwapur,21.7,21.35,22.08,245.0,2016,May
2016-05,Rice,Nanded,Bhokar,16.0,16.0,16.0,1.2,2016,May
2016-05,Rice,Chandrapur,Brahmpuri,19.34,18.45,20.34,344.6,2016,May
2016-05,Rice,Gadchiroli,Chamorshi,22.86,22.23,23.46,2835.2,2016,May
2016-05,Rice,Chandrapur,Chimur,21.51,20.67,22.12,891.6,2016,May
2016-05,Rice,Nasik,Devala,15.34,15.34,15.34,0.3,2016,May
2016-05,Rice,Gondiya,Devri,14.1,13.5,14.5,11.0,2016,May
2016-05,Rice,Gadchiroli,Gadchiroli,19.33,17.99,19.63,527.4,2016,May
2016-05,Rice,Gondiya,Gondiya,15.92,15.06,16.72,9775.4,2016,May
2016-05,Rice,Chandrapur,Gondpimpri,22.06,21.68,22.34,400.0,2016,May
2016-05,Rice,Gondiya,Goregaon,13.43,13.03,13.83,163.4,2016,May
2016-05,Rice,Pune,Indapur,15.0,14.1,15.08,6.3,2016,May
2016-05,Rice,Pune,Indapur (Nimgaon Ketki),12.01,12.01,12.01,0.1,2016,May
2016-05,Rice,Pune,Indapur-Bhigwan,17.93,17.63,18.05,27.6,2016,May
2016-05,Rice,Thane,Kalyan,27.4,25.37,28.14,2.1,2016,May
2016-05,Rice,Raigad,Karjat (Raigad),21.2796,16.2133,27.75,616.8,2016,May
2016-05,Rice,Raigad,Khalapur(Shil-Phata),30.3664,21.6283,48.6812,26.6,2016,May
2016-05,Rice,Kolhapur,Kolhapur-Laxmipuri,21.9306,18.6445,24.3018,4078.0,2016,May
2016-05,Rice,Bhandara,Lakhandur,16.96,16.77,17.15,1798.2,2016,May
2016-05,Rice,Nasik,Lasalgaon,17.94,16.55,18.02,2.9,2016,May
2016-05,Rice,Raigad,Mahad,14.33,14.14,14.53,3.6,2016,May
2016-05,Rice,Raigad,Mangaon(Bhadav),25.6793,18.1914,34.7506,36.4,2016,May
2016-05,Rice,Chandrapur,Mul,23.37,20.9,24.23,3987.9,2016,May
2016-05,Rice,Mumbai,Mumbai,57.22,44.92,70.63,47869.7,2016,May
2016-05,Rice,Thane,Murbad,15.84,14.77,17.09,105.7,2016,May
2016-05,Rice,Raigad,Murud,21.7271,19.3635,24.0857,138.9,2016,May
2016-05,Rice,Chandrapur,Nagbhid,21.34,17.55,21.39,1889.0,2016,May
2016-05,Rice,Nagpur,Nagpur,28.3637,26.2808,29.0548,329.9,2016,May
2016-05,Rice,Nandurbar,Navapur,14.2989,14.2989,14.2989,3.6,2016,May
2016-05,Rice,Pune,Nira-Saswad,29.75,24.0,35.25,14.2,2016,May
2016-05,Rice,Thane,Palghar(Bevur),28.1818,25.3334,30.7704,508.4,2016,May
2016-05,Rice,Raigad,Panvel,14.3,14.1,14.55,0.3,2016,May
2016-05,Rice,Bhandara,Pavani,20.33,19.78,20.57,466.9,2016,May
2016-05,Rice,Raigad,Pen,23.0844,21.2987,29.977,32.1,2016,May
2016-05,Rice,Chandrapur,Pombhurni,20.35,19.65,21.62,541.7,2016,May
2016-05,Rice,Pune,Pune,52.78,46.8,56.12,3882.2,2016,May
2016-05,Rice,Jalgaon,Raver,18.1,17.4,18.1,0.2,2016,May
2016-05,Rice,Raigad,Roha,14.17,14.1,14.24,749.4,2016,May
2016-05,Rice,Gondiya,Sadak Arjuni,17.18,16.78,17.18,50.2,2016,May
2016-05,Rice,Sangli,Sangali,43.8,19.06,56.96,1309.7,2016,May
2016-05,Rice,Chandrapur,Savali,18.63,17.64,19.21,760.4,2016,May
2016-05,Rice,Chandrapur,Sindevahi,18.29,18.29,19.34,620.0,2016,May
2016-05,Rice,Nasik,Sinner,23.0,23.0,23.0,0.8,2016,May
2016-05,Rice,Gadchiroli,Sironcha,14.3022,14.2615,14.3131,7193.6,2016,May
2016-05,Rice,Solapur,Solapur,32.74,22.16,53.14,913.6,2016,May
2016-05,Rice,Gondiya,Tiroda,17.2,16.66,17.74,4176.0,2016,May
2016-05,Rice,Bhandara,Tumsar,18.009,17.1692,18.7326,6465.0,2016,May
2016-05,Rice,Thane,Ulhasnagar,44.3,35.0,54.19,727.5,2016,May
2016-05,Rice,Nagpur,Umared,33.6,20.0,38.4,94.5,2016,May
2016-05,Rice,Thane,Vasai,27.9508,18.5076,43.7941,846.1,2016,May
2016-05,Soybean,Yewatmal,Aarni,35.5,35.5,38.5,75.0,2016,May
2016-05,Soybean,Amaravathi,Achalpur,37.56,36.85,38.25,1440.1,2016,May
2016-05,Soybean,Gadchiroli,Aheri,35.0,35.0,35.0,34.0,2016,May
2016-05,Soybean,Ahmadnagar,Ahmednagar,37.5,37.0,39.0,0.5,2016,May
2016-05,Soybean,Latur,Ahmedpur,37.71,36.6,38.87,9.2,2016,May
2016-05,Soybean,Hingoli,Akhadabalapur,36.63,36.0,37.13,48.1,2016,May
2016-05,Soybean,Akola,Akola,36.15,33.64,38.67,3274.4,2016,May
2016-05,Soybean,Ahmadnagar,Akole,35.25,33.0,38.0,20.3,2016,May
2016-05,Soybean,Akola,Akot,35.44,32.65,38.23,402.8,2016,May
2016-05,Soybean,Jalgaon,Amalner,31.67,28.92,33.67,10.8,2016,May
2016-05,Soybean,Amaravathi,Amarawati,34.47,30.95,37.92,5231.2,2016,May
2016-05,Soybean,Beed,Ambejogai,38.98,37.17,39.8,993.0,2016,May
2016-05,Soybean,Amaravathi,Anajngaon Surji,34.54,32.5,36.67,87.2,2016,May
2016-05,Soybean,Wardha,Arvi,35.77,33.54,37.78,334.7,2016,May
2016-05,Soybean,Wardha,Ashti-Karanja,34.95,31.46,37.24,200.8,2016,May
2016-05,Soybean,Latur,Aurad Shahajani,39.93,39.26,40.6,184.5,2016,May
2016-05,Soybean,Latur,Ausa,39.19,37.49,39.84,97.7,2016,May
2016-05,Soybean,Yewatmal,Babhulgaon,36.7,34.86,38.58,828.0,2016,May
2016-05,Soybean,Akola,Balapur,36.7,35.7,37.4,138.4,2016,May
2016-05,Soybean,Pune,Baramati,35.75,32.5,37.26,0.7,2016,May
2016-05,Soybean,Solapur,Barshi-Vairag,37.5,37.5,37.5,0.4,2016,May
2016-05,Soybean,Hingoli,Basmat,35.3,35.0,35.6,3.0,2016,May
2016-05,Soybean,Beed,Beed,38.0,37.0,39.0,1.0,2016,May
2016-05,Soybean,Bhandara,Bhandara,35.0,35.0,35.0,0.4,2016,May
2016-05,Soybean,Nagpur,Bhiwapur,35.33,33.83,36.29,50.3,2016,May
2016-05,Soybean,Nanded,Bhokar,36.06,35.19,36.86,33.1,2016,May
2016-05,Soybean,Jalna,Bhokardan,38.44,38.0,38.89,29.8,2016,May
2016-05,Soybean,Jalna,Bhokardan-Pimpalgaon Renu,38.13,37.75,38.5,5.0,2016,May
2016-05,Soybean,Osmanabad,Bhoom,35.0,33.5,37.0,1.5,2016,May
2016-05,Soybean,Buldhana,Buldhana,37.5,36.17,38.63,131.5,2016,May
2016-05,Soybean,Buldhana,Buldhana-Dhad,37.37,36.49,38.59,1377.0,2016,May
2016-05,Soybean,Latur,Chakur,38.8,37.39,39.73,25.2,2016,May
2016-05,Soybean,Chandrapur,Chandrapur,36.07,35.4,36.34,52.1,2016,May
2016-05,Soybean,Amaravathi,Chandur Bajar,37.39,31.8,40.3,238.5,2016,May
2016-05,Soybean,Amaravathi,Chandur Rly.,36.38,34.9,37.34,174.6,2016,May
2016-05,Soybean,Buldhana,Chikhali,37.31,36.08,38.54,1418.0,2016,May
2016-05,Soybean,Chandrapur,Chimur,34.3,32.6,35.1,0.7,2016,May
2016-05,Soybean,Jalgaon,Chopda,25.5,23.0,25.5,0.6,2016,May
2016-05,Soybean,Amaravathi,Daryapur,35.4,30.89,36.85,119.7,2016,May
2016-05,Soybean,Latur,Devani,39.33,38.69,39.98,6.8,2016,May
2016-05,Soybean,Amaravathi,Dhamangaon-Rly,36.65,35.12,38.95,2075.0,2016,May
2016-05,Soybean,Nanded,Dharmabad,38.95,36.5,39.7,5.0,2016,May
2016-05,Soybean,Amaravathi,Dharni,37.5,37.0,38.0,10.0,2016,May
2016-05,Soybean,Dhule,Dhule,37.59,35.77,37.91,17.1,2016,May
2016-05,Soybean,Yewatmal,Digras,38.34,37.46,38.92,164.7,2016,May
2016-05,Soybean,Dhule,Dondaicha-Sindkheda,20.01,20.01,20.01,0.2,2016,May
2016-05,Soybean,Parbhani,Gangakhed,38.4,37.48,39.44,102.3,2016,May
2016-05,Soybean,Beed,Gevrai,35.46,34.91,35.64,5.6,2016,May
2016-05,Soybean,Jalna,Ghansawangi,35.5,33.0,38.5,3.1,2016,May
2016-05,Soybean,Yewatmal,Ghatanji,35.83,34.7,37.28,3.1,2016,May
2016-05,Soybean,Chandrapur,Gondpimpri,36.38,35.88,36.85,194.0,2016,May
2016-05,Soybean,Nanded,Hadgaon,38.0,35.0,40.0,4.9,2016,May
2016-05,Soybean,Wardha,Hinganghat,34.17,31.81,38.58,5944.5,2016,May
2016-05,Soybean,Hingoli,Hingoli,38.82,37.36,38.82,634.0,2016,May
2016-05,Soybean,Pune,Indapur,35.33,35.33,35.33,0.7,2016,May
2016-05,Soybean,Pune,Indapur-Bhigwan,32.0,32.0,32.0,0.1,2016,May
2016-05,Soybean,Jalna,Jafrabad,32.3,30.83,33.17,16.3,2016,May
2016-05,Soybean,Buldhana,Jalgaon Jamod-Aasalgaon,34.83,32.17,37.0,28.0,2016,May
2016-05,Soybean,Latur,Jalkot,38.4,37.5,39.0,52.4,2016,May
2016-05,Soybean,Jalna,Jalna,37.77,35.78,38.16,172.1,2016,May
2016-05,Soybean,Ahmadnagar,Jamkhed,33.06,30.5,35.61,4.0,2016,May
2016-05,Soybean,Hingoli,Jawala-Bajar,37.95,36.97,38.05,123.3,2016,May
2016-05,Soybean,Parbhani,Jintur,36.66,35.45,38.04,79.0,2016,May
2016-05,Soybean,Parbhani,Jintur-Bori,35.02,34.9,35.5,4.5,2016,May
2016-05,Soybean,Beed,Kada (Ashti),34.49,34.49,34.49,0.1,2016,May
2016-05,Soybean,Osmanabad,Kalamb (Os),38.96,36.28,39.53,127.3,2016,May
2016-05,Soybean,Yewatmal,Kalamb (Yawatmal),35.91,34.63,37.35,35.6,2016,May
2016-05,Soybean,Nagpur,Kalmeshwar,34.75,32.55,35.54,32.6,2016,May
2016-05,Soybean,Nasik,Kalvan,37.38,34.57,38.0,23.0,2016,May
2016-05,Soybean,Wasim,Karanja,37.48,36.27,38.81,3412.5,2016,May
